Symbol	POL_number_unique_variants	POL_SNP_cum_AF	POL_SNP_cum_AC	POL_SNP_cum_AN	gnomAD_NFE_number_unique_variants	gnomAD_NFE_SNP_cum_AF	gnomAD_NFE_SNP_cum_AN	gnomAD_NFE_SNP_cum_AC	cum_AF_fold_change	fisher_p	fisher_p_corr	fisher_q
TUB	1	0.000465549	1	2152	2	0.0000774445	64598	5	2.58769833284485	0.178507578700088	335.058725220065	1
TUBB1	0	0	0	2152	2	0.0000619488	64598	4	-Inf	1	1877	1
TUBGCP4	0	0	0	2152	1	0.0000154928	64598	1	-Inf	1	1877	1
TUBGCP6	1	0.000468165	1	2152	10	0.000356249	64598	23	0.394131118158806	0.54462685666164	1022.2646099539	1
TUFM	0	0	0	2152	1	0.0000154871	64598	1	-Inf	1	1877	1
TULP1	0	0	0	2152	11	0.0002788252	64598	18	-Inf	1	1877	1
TUSC3	0	0	0	2152	1	0.0000154885	64598	1	-Inf	1	1877	1
TWNK	0	0	0	2152	6	0.0001548678	64598	10	-Inf	1	1877	1
TXNL4A	1	0.00420168	9	2152	2	0.005243581	64598	339	-0.319586117887051	0.64663352288084	1213.73112244734	1
TYMP	3	0.001394052	3	2152	15	0.0009758968	64598	63	0.514483879087665	0.473305460672449	888.394349682186	1
TYR	4	0.006970268	15	2152	36	0.0047262731	64598	305	0.560511131870423	0.149790637486217	281.157026561628	1
TYRP1	1	0.000465116	1	2152	6	0.0003099474	64598	20	0.585567167497536	0.497566813579624	933.932909088954	1
UBA5	1	0.000929368	2	2152	4	0.002202186	64598	142	-1.24461445034046	0.337829513038775	634.10599597378	1
UBE3B	0	0	0	2152	4	0.0001239214	64598	8	-Inf	1	1877	1
UBR1	0	0	0	2152	2	0.0000309929	64598	2	-Inf	1	1877	1
UFC1	0	0	0	2152	1	0.000030978	64598	2	-Inf	1	1877	1
UGDH	0	0	0	2152	6	0.000340917	64598	22	-Inf	1	1877	1
UGT1A	0	0	0	2152	7	0.000278748	64598	18	-Inf	1	1877	1
UNC13D	2	0.001394052	3	2152	10	0.0008828407	64598	57	0.659059330450074	0.445095966462278	835.445129049697	1
UNC45B	0	0	0	2152	3	0.0002478645	64598	16	-Inf	1	1877	1
UNC80	0	0	0	2152	8	0.000201364	64598	13	-Inf	1	1877	1
UNG	0	0	0	2152	1	0.0000154856	64598	1	-Inf	1	1877	1
UPB1	0	0	0	2152	3	0.0000929243	64598	6	-Inf	1	1877	1
UQCRC2	0	0	0	2152	1	0.0000154914	64598	1	-Inf	1	1877	1
UROC1	0	0	0	2152	2	0.0000774344	64598	5	-Inf	1	1877	1
UROS	1	0.000929368	2	2152	6	0.0005884703	64598	38	0.659280366308765	0.37118400289756	696.712373438721	1
USB1	0	0	0	2152	3	0.0001084224	64598	7	-Inf	1	1877	1
USF2	0	0	0	2152	1	0.00385616	64598	249	-Inf	0.000472721068941674	0.887297446403521	0.0287023723221205
USH1C	2	0.000930233	2	2152	16	0.0007027129	64598	45	0.404656737380433	0.664353049859669	1246.9906745866	1
USH1G	0	0	0	2152	2	0.0000465608	64598	3	-Inf	1	1877	1
USH2A	6	0.004646838	10	2152	108	0.0071873396	64598	464	-0.629208504759392	0.19180018582801	360.008948799175	1
USP45	2	0.001394052	3	2152	1	0.000185902	64598	12	2.90667018017921	0.0113865731386964	21.3725977813331	0.339247583830684
VAC14	0	0	0	2152	1	0.0000154837	64598	1	-Inf	1	1877	1
VAMP1	0	0	0	2152	2	0.0000309727	64598	2	-Inf	1	1877	1
VARS1	0	0	0	2152	5	0.0001239363	64598	8	-Inf	1	1877	1
VARS2	1	0.000464684	1	2152	5	0.0002943176	64598	19	0.658876153748721	0.480823708850821	902.506101512991	1
VDR	0	0	0	2152	2	0.0000619559	64598	4	-Inf	1	1877	1
VHL	0	0	0	2152	3	0.0000464593	64598	3	-Inf	1	1877	1
VIPAS39	0	0	0	2152	3	0.0001393879	64598	9	-Inf	1	1877	1
VPS11	0	0	0	2152	1	0.0000309741	64598	2	-Inf	1	1877	1
VPS13A	0	0	0	2152	11	0.0004062547	64598	26	-Inf	1	1877	1
VPS13B	1	0.000464684	1	2152	41	0.0012392605	64598	80	-1.41515760657994	0.524960684586409	985.35120496869	1
VPS13C	0	0	0	2152	2	0.0000310015	64598	2	-Inf	1	1877	1
VPS13D	0	0	0	2152	2	0.0000309809	64598	2	-Inf	1	1877	1
VPS33A	1	0.0687732	148	2152	2	0.0680020851	64598	4393	0.0162674920162754	0.896103715818085	1681.98667459054	1
VPS33B	0	0	0	2152	2	0.0000619401	64598	4	-Inf	1	1877	1
VPS51	0	0	0	2152	2	0.0000309765	64598	2	-Inf	1	1877	1
VPS53	0	0	0	2152	2	0.0000619397	64598	4	-Inf	1	1877	1
VRK1	0	0	0	2152	8	0.0001859251	64598	12	-Inf	1	1877	1
VRK2	0	0	0	2152	3	0.0000465337	64598	3	-Inf	1	1877	1
VWA1	0	0	0	2152	3	0.0010840302	64598	70	-Inf	0.176173585500762	330.67781998493	1
VWF	5	0.013012016	28	2152	31	0.0076959417	64598	497	0.757674726238358	0.0122039867415472	22.9068831138841	0.347073986574001
WARS2	0	0	0	2152	1	0.0000154823	64598	1	-Inf	1	1877	1
WASHC4	1	0.000464684	1	2152	2	0.0006349477	64598	41	-0.450387792620354	1	1877	1
WDPCP	0	0	0	2152	1	0.0000155125	64598	1	-Inf	1	1877	1
WDR19	0	0	0	2152	8	0.000325307	64598	21	-Inf	1	1877	1
WDR35	1	0.00371747	8	2152	12	0.000681546	64598	44	2.44743816164316	0.000245007219224084	0.459878550483606	0.0158578810511588
WDR6	0	0	0	2152	1	0.0000154861	64598	1	-Inf	1	1877	1
WDR62	1	0.000464684	1	2152	6	0.0001548721	64598	10	1.58517270285806	0.302677143275063	568.124997927294	1
WDR72	0	0	0	2152	3	0.0000929551	64598	6	-Inf	1	1877	1
WDR73	0	0	0	2152	5	0.0001084248	64598	7	-Inf	1	1877	1
WDR81	0	0	0	2152	1	0.0000154875	64598	1	-Inf	1	1877	1
WEE2-AS1	1	0.000465116	1	2152	2	0.0000309799	64598	2	3.90818617708214	0.0936357732577362	175.754346404771	1
WFS1	1	0.000929368	2	2152	22	0.0011149783	64598	72	-0.262693756370456	1	1877	1
WHRN	0	0	0	2152	2	0.0000309986	64598	2	-Inf	1	1877	1
WNK1	0	0	0	2152	3	0.0000774358	64598	5	-Inf	1	1877	1
WNT10A	2	0.001394052	3	2152	9	0.0019049235	64598	123	-0.450448684897223	0.801374169511413	1504.17931617292	1
WNT10B	0	0	0	2152	3	0.000046452	64598	3	-Inf	1	1877	1
WNT4	0	0	0	2152	1	0.000015488	64598	1	-Inf	1	1877	1
WRAP53	0	0	0	2152	1	0.0000154875	64598	1	-Inf	1	1877	1
WRN	1	0.000464684	1	2152	20	0.0008523552	64598	55	-0.875204795878784	1	1877	1
WWOX	0	0	0	2152	4	0.0001703828	64598	11	-Inf	1	1877	1
XDH	0	0	0	2152	8	0.0004181295	64598	27	-Inf	1	1877	1
XPA	3	0.003252784	7	2152	8	0.0003717554	64598	24	3.12924942022386	0.0000477328406717226	0.0895945419408234	0.00497747455226797
XPC	1	0.000464684	1	2152	15	0.0004181815	64598	27	0.152120731110034	0.600592233972006	1127.31162316545	1
XPNPEP3	0	0	0	2152	2	0.0000309794	64598	2	-Inf	1	1877	1
XRCC4	1	0.000464684	1	2152	5	0.0009296624	64598	60	-1.00045693650151	1	1877	1
XYLT2	1	0.000464684	1	2152	1	0.000015488	64598	1	4.9070272079888	0.0634404698960828	119.077761994947	0.908990549579751
YARS2	1	0.000464684	1	2152	4	0.0002632954	64598	17	0.819567654361558	0.445645893014975	836.477341189109	1
YIF1B	0	0	0	2152	1	0.0000619713	64598	4	-Inf	1	1877	1
YY1AP1	0	0	0	2152	1	0.0000309722	64598	2	-Inf	1	1877	1
ZAP70	0	0	0	2152	1	0.0000309837	64598	2	-Inf	1	1877	1
ZBTB24	1	0.000464684	1	2152	3	0.0001238715	64598	8	1.90740567631273	0.255435346417997	479.45214522658	1
ZBTB42	0	0	0	2152	1	0.0000154866	64598	1	-Inf	1	1877	1
ZFYVE26	0	0	0	2152	20	0.0006976785	64598	45	-Inf	0.405325979328576	760.796863199738	1
ZMPSTE24	1	0.000464684	1	2152	7	0.0007618642	64598	49	-0.713283893760241	1	1877	1
ZMYND10	1	0.000465116	1	2152	6	0.0005730057	64598	37	-0.300958920872094	1	1877	1
ZMYND15	0	0	0	2152	1	0.000015489	64598	1	-Inf	1	1877	1
ZNF142	0	0	0	2152	1	0.0000154875	64598	1	-Inf	1	1877	1
ZNF335	0	0	0	2152	4	0.0002633028	64598	17	-Inf	1	1877	1
ZNF408	0	0	0	2152	1	0.0000464641	64598	3	-Inf	1	1877	1
ZNF469	1	0.000464684	1	2152	12	0.0008984932	64598	58	-0.951257614307186	1	1877	1
ZNHIT3	0	0	0	2152	3	0.0001703639	64598	11	-Inf	1	1877	1
ZP1	0	0	0	2152	3	0.0000774344	64598	5	-Inf	1	1877	1
